Location,lat,lon
yonge and cummer/drewr,,
steeles east loop,43.7983029,-79.4178564
newcastle and windsor,,
elesmere and pharmacy,,
eglinton and laird,,
sherbourne and wellesl,,
exhibition west loop,,
vaughan and st.clair,,
leslie and dexter,,
lawrence and royal yor,,
markham and luella,,
old weston and st clai,,
lansdowne and davenpor,,
islington and allenby,,
lloyd manor and beaver,,
nelson and sheppard,,
walsh and weston,,
islington and eglinton,,
wyndford and don mills,,
ossington and harrison,,
wilson and avenue,43.6463283,-79.4436689
kennedy and passmore,,
lansdowne and queen,,
sheppard and faywood,,
weston and oak,43.7040257,-79.540077
st. clair and and old,,
bathurst and davenport,,
kipling and dixon,,
thistle down and albio,,
weston and oxford,,
4141 yonge street,43.74654,-79.4065658
burhamthorpe loop,,
morningside and neilso,,
yonge and king,,
coxwell and sammon,,
finchdene square and f,,
chaplin and elmsthorpe,,
chaplin and avenue,,
coxwell and dundas,,
dufferin and sylvan,,
church and adelaide,,
dufferin and keywest,,
martin grove and vulca,,
exibition west loop,,
lansdowne and st. clai,,
queensway and grand,,
sllesmere and kennedy,,
staines and palk lane,,
lansdowne and college,,
sheppard and midland,,
dupont and lansdowne,,
st. clair and victoria,,
sheppard west and duff,,
crescent and rosedale,,
weston and northland,,
o'connor and pape,,
attwell and marmac,,
finch and maxome,,
islington and dundas,43.6475606,-79.5295131
martin grove and sedge,,
eglinton and old park,,
albion and thistledown,,
keele and four winds,,
birchmount and fundy,,
markham and golden,43.6477704,-79.4055242
bergamont and islingto,,
kingston and chine,,
kipling and eglinton,,
ormont and fenmar,,
murray ross and steele,,
yorkdale mall - by go,,
dixon and kipling,,
danforth and monarch,,
dawes and crescent tow,,
avenue and farnham,,
don mills and york mil,,
sherbourne and adelaid,,
1401 dupont street,43.6661778,-79.4466407
sherbourne and king,,
sheppard and lapsley,,
carlaw and frizzell,,
pleasant and avoca,,
wilson and clyde,,
birchmount and ellesme,,
steeles and markham,,
finch and weston rd,,
auckland and dundas,,
3042 yonge st,43.72481,-79.40242
neilson and crowtrail,,
st. clair and warden,,
ellesmere and warden,,
dovercourt and geary,,
queen and ossington,,
danforth and broadview,,
sheppard and birchmoun,,
royal york and queensw,,
oakwood and vaughan,,
col. sam smith loop,,
steeles and petrolia,,
tapscott and mclevin,,
martin ross and allnes,,
keele and donald,,
warden station.,43.7100982,-79.2794977
queen's quay and jarvi,,
passmore and tapscott,,
jane and weatherell,,
eglinton and mount ple,,
warden and highway 401,,
kipliing and jutland,,
leslie and nymark,,
kennnedy and eglinton,,
jane and firgrove,,
sheppard and consumers,,
birchmount and eglinto,,
humberline loop and al,,
industry and ray,,
jane and highway 400,,
ian macdonald blvd and,,
queen and dufferin,,
humber loop,43.6310277,-79.4787007
jane and steeles,,
markham and major mack,,
wilson and julian,,
lawrence west and sher,,
lawrence and brookhave,,
sheppard and senlac,,
spadina and st. clair,,
driftwood and wilmont,,
eglinton west and flan,,
oakwood and st. clair,,
old weston rd and n of,,
wilson and beverly hil,,
warden and cloverleaf,,
don mills and esterbro,,
tapscott and crow trai,,
eglinton and bathurst,,
eglinton and oriole,,
ossington adn davenpor,,
marine parade and silv,,
yonge and berwick,,
thistle down blvd and,,
sheppard and kennedy,,
huntingwood and brimle,,
eglinton and laird dr,,
avenue and joicey,,
sheppard and shorting,,
meadowvale and euclid,,
finch and trudy,,
woodbine race track lo,,
pape and danforth,,
weston rd and flindon,,
rouge hill station,43.7802711,-79.1304992
jane and exbury,,
bayview and eglinton,,
jane and milo park,,
weston and habitant,,
lakeshore and cherry,,
eglinton and royal yor,,
rouge hill go station,43.7805266,-79.1301571
queensway and kingsway,,
sheppard and leona,,
queen and greenwood,,
laird and mcrae,,
victoria park and shep,,
bayview and moore,,
eglinton and warden,,
sheppard and settlers,,
colonel samuel smith a,43.5955234,-79.5157698
ellis and the queenswa,,
wynford and concorde,,
701 warden ave,43.7111204,-79.2790432
64 kenmark,43.73093,-79.2632
roselawn and chapin,,
dufferin and gordon st,,
martin grove and the w,,
markham and denison,,
new gale and finchdene,,
suncrest and glenorchy,,
keele and st regis,,
egliton and glenholme,,
bathurst and lansdowne,,
danforth and parkett,,
rexdale and vetiver,,
nielson and sheppard,,
cummar and bayview,,
1106 king st,43.7072157,-79.5104764
bay and joseph,,
jesmond and cedric,,
old weston road and ro,,
sheppard and howe,,
kingston rd and scarbo,,
parkwood and victoria,,
bloor (ossington and c,,
manitoba and quebec,,
peraon airport termina,,
queen and bathurst,,
kennedy and village gr,,
sheppard and bayview,,
shuter and yonge,,
weston and sidney bels,,
grantbrook and st blak,,
midland and stee;es,,
finch and senlack,,
eastern and cherry,,
pharmacy and ashtonbee,,
dovercourt and davenpo,,
martin grove and albio,,
the west mall and sher,,
front and yonge,,
saulter and villers,,
weston and sheppard,,
sheppard and kingston,,
seaforth ave and macdo,,
queen and spadina,43.6468606,-79.4050082
1901 eglinton ave,43.725668,-79.2934854
steels and bestview,,
st clair ave w and gun,,
driftwood ave and drif,,
lawerence west station,,
st clair ave w and st,,
wheeltrans exit at com,,
danforth and medford,,
dundas and kipling,,
140 borough drive,43.7730604,-79.2579219
dundas and paulart,,
weston and denison,,
st regis and keele,,
victoria park and cres,,
ellesmere and muirbank,,
yonge and athabaska,,
dundfas and aukland,,
humberwood blvd and pi,,
finch ave w and martin,,
dundas st and wilmar r,,
bay and queens quay,,
yonge and florence,,
steeles and lillian,,
steeles and midland,,
keele and pond road,,
bloor and dundas,,
foxwell and jane,,
lawrence and avenue,43.7516076,-79.2652374
pape and o'connor,,
markham and passmore,,
carlingview and attwel,,
150 muirson blvd,,
kingston and claremore,,
yonge and chatsworth,,
royal york and kingsgr,,
avenue and fairlawn,,
bathurst and claxton,,
broadview and o'connor,,
kipling and torlake,,
sunnybrook hospital to,43.7227482,-79.3755416
east mall and north qu,,
ellesmere and dolly va,,
ossington and bloor,,
middlfield and mcnicol,,
highview and lillingto,,
lawrence and barrymore,,
ormont and barmac,,
pharmacy and steeles,,
martin grove and milkw,,
east mall and eglinton,,
o'connor and st clair,,
victoria park and st b,,
bloor and jane,,
nugget and mccowan,,
kennedy and transway,,
markham and cougar,,
lawrence and port unio,,
morningside and mornin,,
finch and duncan woods,,
finch and ardwick,,
markham and verne,,
dovercourt and shanley,,
bay and harbour,,
lake shore and browns,,
parliament and lakesho,,
emmitt and jane,,
lawrence and rodda,,
steeles and barmac,,
lawrence and black cre,,
redlea cul-de-sac,,
tuscan gate and sheppa,,
albion and claireport,,
vaughan and st clair,,
bradstrock and weston,,
wellesley and jarvis,43.6662566,-79.3787956
bay and king,43.648658,-79.38026
cummer and maxome,,
birchmount division,,
sheppard and kodiak,,
don mills and rochefor,,
dundas and howland,,
mcrae and laird,,
bathurst and dewlane,,
weston and gaydon,,
humber college and fin,,
humber college and hwy,,
danforth and chester,,
vallewoods and york mi,,
southwood and kingston,,
morningside and winder,,
brooklawn and kingston,,
midland and sheppard,,
sheppard and dean park,,
gordon baker and victo,,
finch and tolleiton,,
sherbourne and queen's,,
grand ravine and derry,,
centennial college - p,,
cosburn and haldon,,
son lake and bathurst,,
morning side and elles,,
major mackenzie and st,,
danforth and hibberts,,
don mills and premier,,
yonge and gloucester,,
ellesmere and dundalk,,
ellesmere e of morning,,
lawrence and east,43.6493461,-79.3711435
eglinton and islington,,
ellesmere and kingston,,
westwood square and mo,,
meadowvale and ellemer,,
brocklawn and kingston,,
midland and stubbswood,,
chaplin and duplex,,
lambton and eglinton,,
old dundas and lundy,,
sewells and neilson,,
willowdale and cummer,,
eglinton and hoyle,,
windermere and southpo,,
alliance and rockcliff,,
lambton and rockcliff,,
sheppard and downsview,,
scholfield and maclenn,,
bathurst and carscadde,,
eglinton and brimley,,
marine parade drive an,43.6279525,-79.4763031
wilson and wendell ave,,
1549 kingston rd,43.6896318,-79.2677797
1549 kingston,43.6896318,-79.2677797
queen's quay and yonge,,
todd baylis blvd and b,,
royal york and dixon,,
rockcliffe and allianc,,
victoria park and sloa,,
flemington and replin,,
lawrence and overture,,
rockclife and alliance,,
birchmount and crouse,,
manitoba and legion,,
lower jarvis and lake,,
kipling and burhamthor,,
rockcliffe and deakin,,
lawrence and redbury,,
durnfod and durness,,
rexleigh and st clair,,
wilson from yonge blvd,,
ranee and flemington,,
steeles and bathurst,,
senlac and york cemete,,
centennial college bus,,
overlea and east york,,
evans and sheldon,,
senlac and burnett,,
steeles and birchmount,,
ossington at queen,43.6437017,-79.4186677
rathburn and mill rd,,
signal hill and steele,,
univserity of toronto,,
warden and enterprise,,
warden and huntingwood,,
keele and st.clair,,
doncaster and main,,
east mall and gibbs,,
eglinton and russell r,,
lawrence and mccowan,,
st.clair and elfreda,,
warden and st.clair,,
runnymede and bloor,43.6558007,-79.4773817
carlaw and victor,,
bathurst and st clair,,
wilmington and combe,,
kernnedy and ellesmere,,
neilson and sheppard,,
dixon and wincott,,
broadview and chester,,
jane and tretheway,,
victoria park and o'co,,
sewells and brenyon,,
horney and 30th street,,
laird and wicksteed,,
old weston road and st,,
birchmount and danfort,,
west service road and,,
sherbourne and the esp,,
mclevin and hupfield t,,
humberwood loop and gr,,
finch and baldoon,,
parliament and carlton,,
dundas and clendenan,,
eglinton and industry,43.6902875,-79.4886278
davisvillle and mount,,
vaughan and louise,,
jane and church,,
yonge and glengrove,,
cherry and lakeshore b,,
lawrence and galloway,,
mccowan and alton towe,,
spadina and harbord,,
midland and tara,,
851 mt pleasant rd ( n,43.7351508,-79.4000019
ian macdonald and chim,,
steeles and hilda,,
lansdowne and caledoni,,
concord and northumber,,
midland and finch,,
graydon hall and don m,,
east liberty and piran,,
yonge and bogert,,
york mills and old yor,,
finch and finchdene,,
maple leaf and jane,,
sheppard and massie,,
bathurst and codsell,,
steeles and conley,,
rogers and gilbert,,
jane and giltspur,,
york mills and harriso,,
humber and louvain,,
brimley and walkway to,,
pharmacy and eglinton,,
duncan mills and don m,,
pape and floyd,,
sheppard and haywood,,
locust and stanley gre,,
bayview and pottery,,
bayview and york mills,,
don mills and chipping,,
main and gerrard,,
1190 dundas st east,43.66514,-79.34112
queens quay and bonnyc,,
warden and bamburgh ci,,
dufferin and chandos,,
christie and barton,,
wilson heights and wat,,
village green square,43.7772772,-79.2855722
oakwood and jesmond,,
humberwood and morning,,
kingston and choicelan,,
sheppard and easton,,
cosburn and roosevelt,,
rexdale and kipling,,
danforth and drayton,,
"yonge, s of steeles",43.7980534,-79.4199687
trethewey and brookhav,,
kingston and westhill,,
dynamic and mcnicoll,,
st clair and old westo,,
pape and mortimer,,
lawrence and dvp,,
yonge and shutter,,
bayview and nesbitt,,
tapscott and select,,
malvern division (5050,,
keele and st clair,,
eglinton and forman,,
weston and mainshep,,
hupfield trail and lad,,
kennedy and statton,,
steeles and islington,,
commander and mccowan,,
middlefield and mccowa,,
broadview and hilside,,
the westway and kiplin,,
finch and markham,,
barnac and ormont,,
bathurst and laurelcre,,
pape and coxburn,,
scaroborough college l,,
park and claremore,,
kingston and markham,,
bayview and lawrence,,
st clair and wychwood,,
flemington and varna,,
ossington and churchil,,
mcnicoll and victoria,,
eglinton and commerce,,
parkwoods village and,,
the east mall and bloo,,
middlefield loop,,
dupont and dovercourt,,
hjumber college,,
dupont and ossington,,
eglinton and banff,,
401 and 400,,
finch and kiskadee,,
lawrence and bennett,,
lansdowne and st clair,,
jane and speers,,
the westway and isling,,
finch and yorkgate,,
spadina and annex,,
upper canada drive and,,
finch and alness,,
finch and pearldale,,
morningside and milita,,
brimley and strode,,
lansdowne and brandon,,
lawrence and midland,43.7516076,-79.2652374
ossington and pendrith,,
islington and lakeshor,,
eglinton and bemersyde,,
225 milliken blvd,43.81474,-79.29889
yonge and bloor,,
markham and greenholm,,
donway west and lawren,,
willowdale and byng,,
scarlett and eglinton,,
bermondsey and eglinto,,
danforth and kennedy,,
lawrence and mt pleasa,,
sheppard and beecroft,,
don mills,43.775347,-79.3459439
concorde and concorde,,
vctoria park and arncl,,
4559 sheppard avenue,43.78819,-79.26346
dufferin and preston,,
bayview and millwood,,
dufferin and geary,,
eglinton and lascelles,,
keele and sir willam h,,
bayview and garnier,,
sheppard and palmdale,,
lawrence and ben,,
sherbourne and dundas,,
lawrence and westona,,
runnymede and st clair,,
lawrence and wayne,,
broadview and fulton,,
morningside and beath,,
ossington and queen,43.6437017,-79.4186677
weston road and mainsh,,
staines and steeles,,
queensway traffic offi,,
dupont and dufferin,,
birchmount and allanfo,,
morningside and garden,,
graydon hall and karen,,
st phillips and dixon,,
eglinton and vicoria p,,
sheppard and john,,
spadina yus station,,
weston road and ernest,,
windmere and queensway,,
yonge and bedford park,43.7432644,-79.4067115
wilson and william cra,,
o'connor and wolverton,,
kingston and kitchener,,
steeles and torresdale,,
albion and weston rd,,
dufferin and brandon,,
steeles and hillcroft,,
warden and fairfax,,
24 lipton ave,43.6797316,-79.3449269
carlingview and dixon,,
bathurst and hillcrest,,
lawrence and curlew,,
transit rd and wilson,,
dufferin and dufferin,43.6588308,-79.4362983
claireport ave and alb,,
st clair and jeanette,,
marlee and viewmount,,
don mills land sheppar,,
bloor between dufferin,,
greenwin village and r,,
craigton and victoria,,
eglinton staton (wheel,,
sheppard and yukon,,
st clair between o'con,,
eglinton and rumsey,,
st clair and o'connor,,
finch and bridletowne,,
albion and claireville,,
driftwood and finch,43.7578622,-79.5143678
danforth ave and victo,,
major mckenzie and war,,
danforth and main stre,,
triton and mccowan,,
don mills and graydonh,,
307 kipling ave,43.59888,-79.517
pritchard and castleto,,
varsity and magwood,,
morningside and milner,,
finch and ancona,,
bloor and the kingsway,,
wellesley and yonge,43.6608087,-79.3849397
alliance and jane,,
toronto pearson airpor,,
mclevin and fawcett tr,,
jones and gerrard,,
queensway and stephen,,
yonge and sheppard,,
finch and milliken,,
steeles and pine,,
dufferin and alma,,
dufferin and regal,,
lansdowne and bloor,,
humber loop and the qu,,
steeles and signal hil,,
danforth and birchmoun,,
comstock and birchmoun,,
royal york and melrose,,
lawrence and greenholm,,
mcnicoll and brimely,,
