route,location_id,avg_gap,median_gap,avg_delay,median_delay,major_delay_rate,gapping_rate,bunching_rate,n_incidents
89,25922,20.633,20.0,10.967,10.0,0.033,0.033,0.0,30
116,5262,17.395,16.0,9.047,8.0,0.047,0.023,0.0,43
7,4011,20.068,20.0,10.0,10.0,0.023,0.023,0.0,44
89,26592,17.321,19.0,9.018,10.0,0.125,0.018,0.0,56
12,25038,39.667,40.0,21.667,20.0,0.175,0.0,0.0,57
39,21540,33.351,34.0,16.703,17.0,0.162,0.0,0.0,37
40,13008,44.227,49.0,23.0,25.0,0.136,0.0,0.0,22
924,23771,18.826,20.0,9.304,10.0,0.13,0.0,0.0,23
52,24504,35.391,36.0,18.348,18.0,0.087,0.0,0.0,23
96,4055,33.25,38.0,16.35,19.5,0.05,0.0,0.0,20
85,16449,29.636,29.5,15.227,15.0,0.045,0.0,0.0,22
89,13383,18.91,20.0,9.538,10.0,0.013,0.0,0.0,78
72,7608,16.417,16.0,8.167,8.0,0.0,0.0,0.0,48
89,6192,18.167,20.0,9.0,10.0,0.0,0.0,0.0,30
939,18387,23.741,24.0,11.889,12.0,0.0,0.0,0.0,27
38,9789,25.952,24.0,12.952,12.0,0.0,0.0,0.0,21
89,13304,19.45,20.0,9.7,10.0,0.0,0.0,0.0,20
